file_name,hair_color,eyeglasses,smiling,young,human
977.png,-1,-1,-1,1,1
978.png,4,-1,-1,1,1
979.png,4,1,1,1,-1
980.png,4,-1,1,1,-1
981.png,2,-1,1,1,-1
984.png,4,-1,1,1,-1
986.png,5,-1,1,-1,-1
987.png,1,-1,1,-1,1
988.png,5,1,1,-1,-1
990.png,4,-1,1,1,-1
991.png,4,-1,1,1,1
992.png,-1,-1,1,-1,1
993.png,-1,-1,1,1,1
994.png,4,-1,1,1,-1
995.png,4,-1,1,1,-1
996.png,2,1,1,1,-1
997.png,3,1,1,1,-1
998.png,1,-1,1,1,-1
999.png,4,-1,1,1,1
1000.png,3,-1,1,1,-1
1001.png,3,-1,1,1,-1
1002.png,1,1,1,1,-1
1003.png,3,-1,1,1,-1
1004.png,1,1,1,1,-1
1005.png,1,-1,-1,1,1
1006.png,3,-1,1,1,1
1007.png,-1,-1,-1,1,1
1008.png,-1,-1,-1,1,1
1009.png,5,1,1,-1,-1
1010.png,5,-1,1,-1,-1
1011.png,3,-1,-1,1,1
1012.png,-1,-1,-1,1,1
1013.png,-1,1,-1,-1,1
1014.png,4,1,1,1,-1
1015.png,2,-1,1,1,-1
1016.png,2,-1,1,1,-1
1017.png,1,-1,1,1,-1
1018.png,-1,-1,1,1,1
1019.png,-1,-1,1,-1,1
1020.png,1,1,1,1,-1
1021.png,0,-1,-1,-1,1
1022.png,4,-1,1,1,1
1023.png,2,1,1,1,-1
1024.png,5,-1,1,-1,-1
1025.png,4,-1,1,-1,1
1026.png,1,-1,1,-1,1
1027.png,2,-1,1,1,-1
1028.png,2,1,1,1,-1
1029.png,1,-1,1,1,-1
1030.png,3,-1,1,1,-1
1032.png,3,1,1,1,-1
1033.png,5,-1,1,-1,-1
1034.png,3,1,1,1,-1
1035.png,3,-1,1,1,-1
1037.png,1,-1,1,1,-1
1038.png,3,-1,1,-1,1
1039.png,3,-1,1,1,1
1040.png,1,1,1,1,-1
1041.png,3,-1,1,1,-1
1042.png,1,-1,1,1,-1
1043.png,2,1,1,1,-1
1044.png,-1,-1,1,1,1
1045.png,4,-1,-1,1,1
1046.png,1,-1,1,1,-1
1047.png,2,1,1,1,-1
1048.png,3,-1,-1,1,1
1049.png,5,1,1,-1,-1
1050.png,4,-1,1,1,1
1051.png,5,1,1,-1,-1
1052.png,-1,-1,1,1,1
1053.png,2,-1,1,1,-1
1054.png,1,-1,1,1,-1
1055.png,3,1,1,1,-1
1056.png,-1,-1,-1,1,1
1057.png,2,-1,1,1,-1
1058.png,-1,-1,-1,1,1
1059.png,1,-1,1,1,-1
1060.png,4,1,1,1,-1
1061.png,5,1,1,-1,-1
1062.png,3,-1,1,1,-1
1063.png,1,-1,1,1,-1
1066.png,3,-1,1,1,-1
1067.png,-1,-1,1,-1,1
1068.png,4,-1,1,-1,1
1069.png,-1,-1,1,1,1
1070.png,3,1,1,1,-1
1071.png,3,-1,1,1,-1
1072.png,1,-1,1,1,-1
1073.png,1,-1,1,1,1
1074.png,1,1,1,1,-1
1075.png,1,-1,1,1,-1
1076.png,3,-1,-1,1,1
1077.png,5,1,-1,-1,1
1078.png,-1,-1,-1,1,1
1079.png,4,-1,-1,1,1
1081.png,2,1,1,1,-1
1082.png,2,-1,1,1,-1
1083.png,4,-1,1,1,1
1084.png,-1,-1,-1,1,1
1085.png,1,-1,1,1,-1
1086.png,4,-1,-1,1,1
1087.png,2,1,1,1,-1
1088.png,-1,-1,-1,1,1
1089.png,1,-1,1,-1,1
1090.png,5,1,1,-1,-1
1091.png,-1,-1,-1,1,1
1092.png,2,1,1,1,-1
1093.png,2,1,1,1,-1
1095.png,2,1,1,1,-1
1096.png,1,-1,1,1,1
1097.png,1,-1,1,1,-1
1098.png,4,1,-1,1,1
1099.png,4,-1,1,1,1
1101.png,-1,-1,-1,1,1
1102.png,3,1,1,1,-1
1103.png,-1,-1,1,1,1
1104.png,1,-1,1,1,-1
